cell	Node 0	Node 1	Node 2	Node 3	Node 4	Node 5	Node 6	Node 7	Node 8	Node 9
Cell_185	8.98185e-08	0.000539989	4.30739e-06	1.22699e-08	1.69503e-05	1.63087e-06	0.000506078	0.997794	0.000493659	0.000643413
Cell_186	6.04011e-06	0.00148566	1.02392e-07	0.996804	2.28434e-06	4.36646e-06	1.93349e-05	6.11667e-09	0.00155183	0.000126035
Cell_187	2.5744e-07	0.297795	0.00166185	1.24547e-06	6.85063e-05	0.00283477	0.000563089	2.62799e-07	0.693297	0.00377788
Cell_188	2.29698e-05	0.010998	3.89382e-07	0.958052	1.96853e-07	0.000259227	1.38788e-06	7.99416e-11	0.0306558	9.81408e-06
Cell_189	2.96364e-13	0.0549887	3.77038e-09	5.68642e-08	0.00112523	0.0288976	0.00879705	2.75631e-13	0.844208	0.0619831
Cell_190	3.03203e-17	1.64546e-05	2.0271e-08	3.68433e-13	3.58081e-06	3.45781e-08	2.02269e-05	0.99981	3.07338e-06	0.000146925
Cell_191	7.97928e-06	0.00149884	9.78225e-07	0.552543	4.12304e-06	1.66865e-06	3.50816e-05	0.445433	0.000247311	0.000228679
Cell_192	3.19147e-05	0.00028175	1.24941e-06	0.999184	8.71882e-07	2.13122e-06	9.32442e-06	0.000279293	0.00016287	4.61295e-05
Cell_193	1.87496e-19	1.04656e-05	3.23295e-06	6.33883e-27	8.43061e-07	4.92764e-07	5.2161e-06	0.999857	8.98628e-05	3.33571e-05
Cell_194	5.98796e-11	6.79063e-06	8.34873e-11	4.22505e-10	4.26561e-07	8.89628e-09	0.999968	2.24532e-13	1.5172e-06	2.3447e-05
Cell_195	5.60695e-08	0.269445	1.71847e-07	0.227438	0.00163097	0.00135497	0.280366	0.000122203	0.148592	0.0710508
Cell_196	0.00010056	5.94271e-06	0.867569	2.41988e-19	3.34699e-07	0.132234	1.02739e-05	5.70377e-05	9.71888e-06	1.3062e-05
Cell_197	0.000371609	1.59709e-09	0.890821	3.65515e-31	5.66359e-13	0.108807	4.87839e-12	2.91544e-13	1.09924e-07	3.08177e-11
Cell_198	2.3272e-05	0.00306709	2.85305e-06	0.612716	4.18746e-06	4.86671e-06	3.28914e-05	0.378114	0.00580437	0.00023079
Cell_199	7.1669e-08	3.44483e-09	0.0407782	1.65789e-25	7.61993e-12	0.959215	5.79781e-11	2.49437e-20	6.31301e-06	4.20931e-10
Cell_200	5.72779e-21	0.000430191	4.42021e-05	1.1719e-29	7.10849e-05	6.40924e-06	0.000856485	0.993991	0.000719423	0.00388077
Cell_201	0.00314098	0.0260835	0.000385071	0.361402	0.000169095	0.000656849	0.00201579	0.533584	0.0634287	0.00913365
Cell_202	6.96471e-11	7.98352e-05	3.92528e-07	2.13598e-12	3.41331e-07	1.12808e-07	2.64388e-06	0.999883	1.43853e-05	1.89251e-05
Cell_203	5.66722e-05	0.0112848	6.94777e-06	0.917277	0.000299357	1.18514e-05	0.00700365	0.0451866	0.00232451	0.0165481
Cell_204	2.77142e-13	1.28247e-05	2.83696e-15	0.999971	1.58358e-07	1.46289e-08	3.02404e-06	2.46947e-19	4.41136e-06	8.66761e-06
Cell_205	3.95516e-11	0.000452195	1.92405e-06	1.39112e-11	4.03937e-07	7.28485e-07	3.3094e-06	0.999432	8.70338e-05	2.22035e-05
Cell_206	1.81382e-11	0.00634018	4.7715e-05	5.32502e-11	0.000601819	4.15264e-05	0.0383116	0.920799	0.0019001	0.0319584
Cell_207	2.93479e-11	0.0394864	3.59792e-12	0.867017	0.00126109	0.000105275	0.0152855	6.0636e-08	0.00758578	0.0692592
Cell_208	2.36654e-18	1.80287e-11	2.90128e-19	4.01045e-11	2.9387e-15	5.04913e-15	1	1.06379e-14	1.7453e-12	1.62402e-13
Cell_209	0.00188827	0.00555976	0.000231494	0.000928102	2.75203e-05	0.000125808	0.000197986	0.963297	0.0263888	0.00135527
Cell_210	1.07881e-10	0.00801976	2.17615e-05	1.28222e-28	2.13172e-06	4.39225e-05	0.987366	1.74366e-14	0.00442847	0.00011836
Cell_211	2.28258e-13	0.000304616	3.85806e-06	1.4583e-17	5.18627e-07	7.70282e-07	4.23033e-06	0.999553	0.000104922	2.80135e-05
Cell_212	6.24044e-10	0.00421235	3.90333e-11	0.935699	0.000670824	2.61417e-05	0.0211746	4.15527e-10	0.00172214	0.0364946
Cell_213	0.610981	0.1026	0.0382162	5.38789e-07	7.10386e-05	0.00763006	0.000668292	0.0635071	0.17241	0.00391543
Cell_214	8.48806e-10	2.89576e-05	2.89531e-08	3.08442e-08	1.11815e-06	4.93878e-08	0.99989	4.5601e-08	1.87616e-05	6.10435e-05
Cell_215	0.00053021	0.00720688	1.45004e-05	0.976407	1.53253e-05	2.47347e-05	0.000185383	7.32523e-05	0.0147032	0.00083998
Cell_216	6.98361e-21	0.000384269	5.19558e-06	2.822e-22	1.91873e-07	1.96715e-06	1.52171e-06	0.997771	0.00182542	1.04166e-05
Cell_217	4.21635e-10	0.000373572	2.05111e-05	7.2254e-15	3.95015e-05	4.09516e-06	0.00171751	0.995407	0.000254068	0.00218359
Cell_218	0.959498	1.891e-14	0.0262408	3.27321e-16	1.62756e-15	0.0142609	2.49224e-14	1.53923e-18	1.82407e-14	5.8886e-14
Cell_219	0.0586516	0.0501805	0.00366859	3.31562e-06	0.00215967	0.00105431	0.469961	0.00792328	0.2873	0.119098
Cell_220	0.0100299	0.069103	0.000739312	1.24071e-10	0.0018772	0.0173906	0.0143373	4.57002e-13	0.782278	0.104245
Cell_221	1.53473e-09	2.82956e-05	8.64969e-06	2.89081e-22	8.43484e-08	1.09595e-06	8.05216e-07	0.999619	0.000337411	4.51366e-06
Cell_222	0.015493	0.30122	0.00189937	8.69777e-09	0.00178971	0.000337444	0.36526	0.122854	0.0985821	0.0925647
Cell_223	1.77687e-06	0.000412084	5.44592e-06	0.00385781	1.71426e-07	9.28959e-06	7.4357e-06	0.992255	0.00344155	9.45352e-06
Cell_224	0.000340527	0.363536	0.00545644	8.20516e-06	0.00201544	0.00474874	0.346155	0.0240907	0.165926	0.087723
Cell_225	5.34763e-05	0.000208987	1.11327e-06	2.42461e-07	1.19349e-07	3.58213e-05	0.995797	2.95848e-11	0.00389656	6.58786e-06
Cell_226	4.42962e-12	0.318213	2.49651e-08	0.00138616	0.00632252	0.00194238	0.0620906	0.00228245	0.259712	0.348051
Cell_227	1.05212e-11	5.62828e-10	0.884921	1.09691e-33	6.7885e-13	0.115079	5.19723e-12	1.84535e-10	4.0185e-08	3.77104e-11
Cell_228	1.02686e-10	5.16033e-05	5.78733e-07	6.89848e-11	9.99427e-07	3.14519e-07	9.77181e-06	0.999865	1.76905e-05	5.42578e-05
Cell_229	3.62783e-08	0.000654604	0.00176482	1.04792e-10	8.47024e-07	0.00095911	2.54583e-06	0.876109	0.120491	1.76782e-05
Cell_230	2.83151e-19	1.71394e-08	1.37744e-14	3.43188e-13	5.31183e-10	1	9.90183e-09	6.38102e-21	4.06458e-09	2.92206e-08
Cell_231	1.46966e-07	5.12414e-05	1.46173e-09	0.999201	1.60745e-06	0.000113728	1.36892e-05	3.58037e-18	0.00052962	8.92329e-05
Cell_232	7.78326e-05	0.000306913	9.54194e-06	1.22923e-10	1.59987e-05	1.55332e-06	7.63796e-05	0.998666	0.000323052	0.000522839
Cell_233	1.99124e-06	0.000559851	2.44117e-07	0.998184	6.42928e-06	4.16412e-07	8.56661e-05	0.000833248	0.000306196	2.17096e-05
Cell_234	9.29891e-09	0.00112257	5.29602e-06	1.58491e-05	1.80972e-05	9.0339e-06	0.000163863	0.995875	0.00179512	0.000994758
Cell_235	6.16257e-06	0.000652653	1.88876e-05	3.19992e-08	4.53024e-06	5.42811e-06	0.000136207	0.998442	0.000489856	0.00024395
Cell_236	2.8209e-24	1.66889e-06	5.841e-07	4.79962e-30	1.07302e-10	1.03772e-07	9.13599e-10	0.999983	1.44081e-05	5.95529e-09
Cell_237	3.77369e-11	0.000176634	1.83577e-06	4.83904e-12	1.07507e-06	6.95061e-07	3.7785e-05	0.999675	4.83451e-05	5.82261e-05
Cell_238	2.28726e-09	0.0003737	1.30267e-06	9.37053e-06	0.000127669	2.22208e-06	0.000733562	0.995981	0.000187027	0.00258439
Cell_239	5.08532e-05	0.00575914	3.18081e-06	0.953895	5.81392e-08	5.42579e-06	4.52755e-07	0.0389684	0.00131455	3.22033e-06
Cell_240	6.24128e-07	0.0575838	0.000778354	6.43075e-14	0.000108584	0.000126707	0.00166478	0.879515	0.0543567	0.00586513
Cell_241	1.15986e-06	1.10466e-05	1.42194e-07	1.59716e-07	2.64164e-06	1.5152e-05	0.998912	1.72838e-08	0.000919131	0.000138706
Cell_242	0.00298659	0.0366486	0.000366143	0.0247115	4.14029e-06	0.000318655	0.000128131	0.805158	0.129448	0.000229486
Cell_243	3.87207e-05	0.190309	0.00185692	0.000336163	0.00512505	0.00316751	0.0528312	0.140614	0.325517	0.280205
Cell_244	6.97576e-07	0.642519	2.81711e-06	0.0302454	0.00186099	0.00187546	0.0251277	3.10095e-07	0.196487	0.101881
Cell_245	3.9145e-09	0.000231263	1.87726e-07	1.55189e-05	1.8093e-10	1.63378e-07	3.32393e-09	0.999681	7.20451e-05	5.95325e-09
Cell_246	3.05445e-05	0.00180508	1.91053e-06	0.921599	0.000118322	3.25895e-06	0.00220204	0.0670646	0.000676615	0.0064983
Cell_247	9.09379e-07	3.1857e-05	1.11486e-07	1.2536e-06	1.46147e-07	1.90172e-07	0.99995	6.84493e-08	9.19493e-06	6.61533e-06
Cell_248	1.94673e-10	0.0812855	0.00132099	1.67668e-13	0.00701715	0.000500153	0.461996	0.000603468	0.0618927	0.385384
Cell_249	3.97942e-19	0.000368747	1.1008e-20	0.998617	1.68454e-05	6.81378e-07	0.000134348	2.37796e-25	7.47704e-05	0.00078713
Cell_250	0.000598653	0.00397691	7.33924e-05	7.6146e-05	0.000382533	2.77878e-05	0.0112147	0.957779	0.00578475	0.0200858
Cell_251	5.5903e-05	0.00111261	2.18851e-06	0.998102	1.37945e-06	3.73313e-06	0.000153747	0.000155096	0.000337193	7.63672e-05
Cell_252	1.71594e-08	0.00765316	1.9144e-10	0.949445	7.89639e-05	0.00690186	0.000781605	8.68464e-20	0.0307584	0.00438132
Cell_253	0.978642	2.09535e-19	0.0165899	5.756e-23	2.86555e-20	0.00476776	6.04313e-18	1.57741e-24	1.04114e-18	1.53146e-18
Cell_254	1.45257e-08	0.000668023	3.97256e-10	0.99826	9.66096e-06	3.13227e-06	7.0442e-06	6.96174e-10	0.00103528	1.66439e-05
Cell_255	1.85882e-06	0.00455253	1.16267e-07	0.983701	9.36515e-05	7.74038e-05	0.00130417	6.44248e-07	0.00718755	0.00308147
Cell_256	0.125216	0.00633832	0.00342446	0.438148	0.000996137	0.0058414	0.00843605	6.47562e-06	0.35889	0.0527036
Cell_257	0.000838633	0.00219038	5.24555e-05	0.977713	9.37087e-06	8.94781e-05	0.000594355	0.00809938	0.00991677	0.000495794
Cell_258	4.19342e-06	0.000224017	1.28524e-05	0.00152779	1.67693e-07	2.19235e-05	1.10054e-05	0.997676	0.000513054	9.18041e-06
Cell_259	0.953939	4.32824e-11	0.0373451	3.33049e-17	5.60556e-12	0.00871562	9.91348e-11	5.31425e-14	7.49767e-10	2.9255e-10
Cell_260	0.000235895	0.012259	2.89198e-05	0.511638	0.000362145	4.9331e-05	0.00349902	0.430943	0.0213701	0.0196139
Cell_261	0.863686	1.13789e-07	0.105884	4.12229e-13	1.34844e-10	0.03043	1.78326e-09	1.61957e-08	1.38777e-07	5.26244e-09
Cell_262	7.18748e-09	0.000656413	4.0935e-06	2.38313e-09	1.61723e-08	1.54988e-06	1.05252e-06	0.999161	0.000174559	8.77978e-07
Cell_263	0.000137379	0.00173131	1.68421e-05	1.05561e-12	6.49883e-06	2.35057e-06	5.01821e-05	0.997232	0.000462632	0.000360794
Cell_264	1.63328e-12	0.00230321	2.11729e-14	0.996036	8.56041e-06	4.89602e-06	0.000103322	1.03724e-18	0.0010844	0.000459353
Cell_265	3.03439e-05	0.00147362	3.72004e-06	0.277478	9.0727e-05	6.3456e-06	0.00100885	0.714331	0.000586315	0.00499093
Cell_266	2.59106e-16	1.36229e-05	3.73227e-10	4.20023e-13	0.999794	8.35129e-08	0.000126076	6.30536e-12	3.61251e-06	6.26226e-05
Cell_267	5.23157e-35	5.114e-05	1.54104e-07	2.41955e-35	2.49401e-09	5.83469e-08	1.84516e-08	0.999941	6.99941e-06	1.31241e-07
Cell_268	1.2442e-06	0.0153579	7.78233e-08	0.84373	0.00207263	5.18101e-05	0.0328181	2.58718e-06	0.00911842	0.0968471
Cell_269	3.44379e-17	0.000154647	3.13603e-19	0.998591	8.86104e-07	4.90945e-06	2.7404e-05	1.29144e-31	0.00117191	4.90813e-05
Cell_270	5.31298e-19	8.63598e-05	3.33407e-05	3.11826e-24	4.43365e-07	6.65665e-06	8.45292e-05	0.997711	0.00205678	2.12612e-05
Cell_271	1.15253e-11	0.000736786	4.51197e-13	0.998023	8.15863e-09	1.62667e-05	9.91222e-08	1.35881e-12	0.00122304	4.49127e-07
Cell_272	8.12608e-09	0.00627594	4.57982e-05	1.06798e-05	5.95149e-05	7.81221e-05	0.00050689	0.97738	0.0123385	0.00330416
Cell_273	5.97051e-11	0.00042361	2.90445e-06	8.29952e-13	4.25643e-07	8.34711e-07	3.28922e-06	0.999385	0.000160717	2.33317e-05
Cell_274	6.34748e-11	3.40271e-05	3.57741e-07	9.59548e-15	1.31088e-06	7.14249e-08	1.36627e-05	0.999869	9.07258e-06	7.24638e-05
Cell_275	4.46885e-26	4.48693e-12	4.2851e-22	3.28066e-23	1	3.69263e-15	4.71514e-14	4.35117e-25	9.74229e-13	2.94575e-13
Cell_276	4.05585e-15	9.23256e-05	3.60482e-17	0.99979	1.61312e-06	4.94305e-08	1.63823e-05	3.78392e-32	1.81724e-05	8.10459e-05
Cell_277	0.0063297	0.0886211	0.000775994	0.48881	0.000407901	0.00132368	0.0125285	0.0737901	0.304974	0.0224388
Cell_278	1.86402e-05	0.00625876	0.000298681	5.11916e-08	5.08071e-05	8.58378e-05	0.000440497	0.979298	0.0107316	0.00281699
Cell_279	2.35092e-05	0.000411607	2.88212e-06	0.260782	8.25617e-06	4.91629e-06	6.33353e-05	0.737716	0.000530635	0.000457183
Cell_280	4.00857e-08	0.000541884	3.98695e-10	0.996239	2.00616e-05	3.14361e-06	0.00132901	1.4505e-17	0.000757922	0.00110862
Cell_281	5.0228e-08	0.000114071	2.40877e-06	1.62925e-14	3.50066e-06	3.49268e-07	1.89739e-05	0.999717	2.87967e-05	0.000115184
Cell_282	1.83054e-13	4.31881e-05	6.87316e-08	3.76402e-20	6.5437e-08	9.59256e-09	5.39474e-07	0.999944	8.23934e-06	3.57243e-06
Cell_283	0.956432	8.485e-06	0.0374427	4.99012e-13	3.40207e-07	0.00609523	1.9132e-06	2.16056e-08	9.7594e-06	9.46494e-06
Cell_284	0.0150149	0.00763268	0.00184077	7.56225e-05	4.99233e-05	0.000696952	0.000541499	0.877162	0.0943067	0.00267889
Cell_285	1.6251e-08	0.000155139	1.55278e-10	0.999787	4.85027e-07	1.03375e-07	3.64865e-06	2.38067e-17	2.78034e-05	2.61985e-05
Cell_286	5.77544e-14	0.000934316	3.39076e-14	0.00477494	4.0197e-06	3.62839e-06	0.992785	2.01354e-16	0.00135976	0.000137855
Cell_287	5.60616e-10	0.000824449	8.15013e-12	0.997202	2.23717e-05	5.45838e-06	0.000515106	7.10131e-15	0.00021374	0.00121708
Cell_288	2.16993e-09	0.00224377	2.66024e-10	0.992549	5.23584e-05	2.09754e-06	0.00158331	2.84197e-05	0.000705279	0.00283575
Cell_289	1.86628e-18	0.00361588	3.21797e-05	2.42149e-19	3.93371e-06	1.74885e-05	3.04474e-05	0.992624	0.00346184	0.000214529
Cell_290	3.92893e-15	0.000665028	1.64882e-16	0.998908	4.79477e-06	2.26092e-07	3.81141e-05	6.14967e-20	0.000119389	0.000264663
Cell_291	1.81443e-10	0.0145905	1.13491e-11	0.979668	4.65125e-06	5.85219e-05	3.87376e-05	2.32269e-10	0.00538743	0.000252511
Cell_292	1.42036e-05	0.214271	4.35324e-05	6.1485e-12	0.190958	0.00174563	0.11148	0.0532877	0.0992195	0.328981
Cell_293	1.28377e-05	0.00702531	0.000615656	1.26825e-13	9.15505e-06	9.38378e-05	7.09259e-05	0.977883	0.0138	0.00048928
Cell_294	3.08412e-16	0.00135374	3.781e-17	0.998001	2.19792e-06	1.47688e-06	1.67762e-05	2.673e-13	0.000512196	0.000112555
Cell_295	2.3473e-12	7.75698e-05	8.81342e-07	3.28416e-17	7.67393e-07	1.5658e-07	6.7059e-06	0.999854	1.8135e-05	4.18946e-05
Cell_296	2.84127e-09	0.000384272	2.90846e-11	0.999127	2.83098e-06	2.26289e-06	2.25362e-05	1.21659e-17	0.000305998	0.000154983
Cell_297	8.81498e-16	9.33998e-11	4.96808e-12	4.51978e-20	3.82518e-12	1.15945e-12	1	2.99834e-08	1.06548e-10	2.0085e-10
Cell_298	3.95805e-09	0.00104094	2.47572e-10	0.998084	2.3343e-06	1.95204e-06	0.000100236	8.73509e-07	0.00064246	0.000127437
Cell_299	3.84125e-11	0.00021899	0.000101049	6.14576e-11	1.15325e-07	8.79432e-05	1.32907e-06	0.995954	0.00363114	5.38875e-06
Cell_300	1.41786e-11	0.00122589	3.72987e-05	5.19181e-09	2.09397e-06	6.36238e-05	8.37896e-06	0.994558	0.00405005	5.46183e-05
Cell_301	6.1061e-10	0.000241934	5.56041e-12	0.999589	1.19013e-06	4.3262e-07	9.06656e-06	5.96747e-23	9.29418e-05	6.58728e-05
Cell_302	0.895981	0.0134369	0.0130256	1.42005e-05	1.49856e-05	0.00493176	0.000105742	5.70782e-09	0.0717895	0.000700228
Cell_303	0.000239395	0.00408527	2.93488e-05	0.463617	5.17184e-05	5.00628e-05	0.000932271	0.521977	0.00626638	0.00275116
Cell_304	0.000182235	0.00731477	2.23413e-05	0.481156	8.81299e-07	3.81095e-05	9.89763e-06	0.50887	0.00237086	3.487e-05
Cell_305	5.55607e-29	0.000328123	4.16353e-05	2.36529e-35	1.53142e-05	7.39695e-06	0.00011857	0.997953	0.000694489	0.000841062
Cell_306	1.57852e-07	0.158973	2.20085e-07	0.00440609	0.00811476	0.000734117	0.337695	7.30236e-07	0.0607403	0.429336
Cell_307	3.42979e-30	1.63652e-12	1.61688e-26	1.14712e-19	1	1.18275e-15	5.51972e-15	9.64836e-37	1.0363e-12	3.52988e-14
Cell_308	2.40275e-20	0.000353029	5.28441e-06	1.89116e-33	5.55245e-06	6.5409e-07	4.45199e-05	0.999211	7.49152e-05	0.000304751
Cell_309	0.00748736	0.16816	0.000917919	0.122655	0.0034993	0.00156578	0.0382065	0.111245	0.357249	0.189014
Cell_310	0.506296	0.40178	0.00453226	8.34364e-08	0.000220639	0.00457995	0.00967993	4.26398e-27	0.0607742	0.0121374
Cell_311	0.000248861	0.0070671	3.05093e-05	0.00745459	5.50589e-06	2.65522e-05	7.4644e-05	0.98239	0.00239995	0.000302646
Cell_312	5.10222e-09	0.000367491	6.61421e-11	0.999528	5.15514e-08	5.21515e-07	3.9309e-07	3.55195e-14	0.00010043	2.66626e-06
Cell_313	0.000311455	0.000763676	3.8183e-05	2.77547e-05	9.96147e-05	1.44569e-05	0.0015459	0.987872	0.0038803	0.0054463
Cell_314	1.10713e-19	0.00369724	4.33422e-21	0.929888	0.000253052	0.000246096	0.00212059	1.03917e-20	0.0497524	0.0140427
Cell_315	0.959498	2.05817e-13	0.0262408	1.34949e-15	5.07914e-17	0.0142609	6.66379e-16	3.43354e-17	4.19323e-12	2.70185e-15
Cell_316	4.25594e-14	3.1951e-05	7.19347e-07	2.52051e-16	1.73577e-06	2.06733e-07	4.05322e-05	0.999802	2.66665e-05	9.57685e-05
Cell_317	5.00518e-14	0.00238967	1.31996e-13	1.26579e-06	0.000224924	2.19875e-05	0.984227	3.81898e-19	0.000883526	0.0122521
Cell_318	9.00125e-10	0.00589715	4.37881e-05	2.33208e-10	3.52498e-05	2.37971e-05	0.000543184	0.988886	0.00265741	0.00191367
Cell_319	3.37287e-05	0.0377429	4.135e-06	2.67487e-07	0.00308634	0.000608753	0.673778	3.11908e-05	0.113965	0.17075
Cell_320	3.12554e-20	0.00652424	3.83177e-21	0.98623	1.08123e-05	3.87427e-05	0.000125996	2.02305e-18	0.00684413	0.000225663
Cell_321	8.77925e-17	3.71376e-05	2.51517e-07	1.7708e-20	9.41965e-08	5.02167e-08	7.43809e-07	0.999949	7.26302e-06	5.2191e-06
Cell_322	9.38604e-12	0.000133368	1.95399e-13	0.999723	6.64388e-08	1.00758e-06	1.04379e-06	3.20712e-14	0.000137626	3.67735e-06
Cell_323	0.000192858	0.00101642	2.36436e-05	0.0126473	5.42813e-05	4.03309e-05	0.978842	0.0030261	0.00149782	0.00265902
Cell_324	1.57701e-16	0.00026876	3.28303e-18	0.999689	1.7278e-07	1.28237e-07	1.43006e-06	6.97116e-18	3.13959e-05	9.59455e-06
Cell_325	5.0007e-21	0.000108717	0.000118769	8.7811e-29	3.91389e-06	1.93342e-05	3.0071e-05	0.99858	0.000921477	0.000217231
Cell_326	0.987306	1.293e-13	0.011015	1.16808e-21	9.40991e-16	0.00167889	1.27056e-14	6.33015e-22	1.1038e-11	5.1515e-14
Cell_327	1.18165e-15	0.000471253	3.38532e-06	6.48217e-32	9.98894e-07	4.10186e-07	8.14004e-06	0.999369	9.26273e-05	5.46132e-05
Cell_328	6.74226e-13	0.00290673	1.13959e-05	3.44752e-10	2.09408e-05	1.9439e-05	0.000217268	0.991553	0.00411934	0.00115234
Cell_329	7.6779e-16	0.000672518	0.000213329	2.82252e-22	1.13374e-07	4.25922e-05	1.26379e-06	0.998956	0.00010747	6.25218e-06
Cell_330	1.05034e-16	0.873805	3.72474e-09	2.20609e-12	9.27586e-05	0.000160356	0.000772438	0.00279979	0.117219	0.00515067
Cell_331	0.974049	0.000194548	0.00917707	0.000781219	5.13463e-07	0.0156541	6.26941e-06	1.12652e-18	0.000109	2.8407e-05
Cell_332	2.0838e-17	1.64737e-05	2.90026e-07	1.12899e-29	4.44541e-10	3.6126e-08	3.51433e-09	0.999975	7.89383e-06	2.42435e-08
Cell_333	2.97804e-06	0.21387	4.62248e-07	0.000755904	0.0104674	0.000788445	0.0883981	1.13562e-12	0.109494	0.576223
Cell_334	2.88298e-06	0.483031	0.00059412	0.00332361	0.000218459	0.00101344	0.00188477	0.00195525	0.495923	0.0120531
Cell_335	2.8616e-18	0.00157141	2.62193e-20	0.995121	4.28854e-05	1.62293e-06	0.000338289	2.5096e-31	0.000551023	0.00237368
Cell_336	1.61349e-05	7.20172e-05	1.97808e-06	2.94371e-05	2.58966e-08	7.48939e-07	2.65948e-07	0.999785	9.36809e-05	9.36954e-07
Cell_337	0.0964625	0.0278927	0.00603362	0.139364	0.00015531	0.0102921	0.00115379	0.000513981	0.711372	0.00675993
Cell_338	1.05237e-07	0.0064226	1.29017e-08	0.973248	9.75518e-06	0.000101727	7.91355e-05	6.86133e-05	0.0195894	0.000480404
Cell_339	1.22623e-12	0.834151	0.00351568	5.35806e-21	0.000310784	0.000509769	0.0099563	4.99063e-05	0.134347	0.0171597
Cell_340	1.25735e-12	0.000572141	1.54146e-13	0.0132254	0.000152216	5.5573e-06	0.978986	5.09156e-11	0.000113301	0.00694549
Cell_341	4.55582e-12	0.000259473	2.18482e-10	3.09895e-07	5.32686e-06	0.00787678	0.000137861	3.4247e-13	0.991545	0.000175272
Cell_342	4.56076e-05	0.00165031	5.5913e-06	0.00914288	2.50767e-05	4.86611e-06	0.000449372	0.987423	0.000681693	0.000571318
Cell_343	7.63831e-08	0.0953366	9.36424e-09	0.794413	0.00120827	6.65895e-05	0.0113834	0.00716537	0.0237328	0.066694
Cell_344	1.38539e-15	0.000152402	1.79594e-17	0.998147	1.61384e-05	3.40554e-06	0.000698781	3.65886e-21	9.36757e-05	0.000888409
Cell_345	5.93533e-05	0.0220177	7.27646e-06	0.428022	6.0142e-06	1.24121e-05	0.00128838	0.536173	0.0120869	0.000326504
Cell_346	1.30764e-24	1.67064e-13	1.19812e-26	4.23776e-11	3.36795e-14	4.53075e-14	1	9.04347e-41	5.03052e-12	1.86655e-12
Cell_347	0.00390027	0.0129253	0.000478156	0.812965	0.000144199	0.0203908	0.0010813	0.00491598	0.136284	0.00691497
Cell_348	6.75917e-24	0.0074138	5.81969e-15	1.07707e-12	0.000154691	2.88511e-06	0.983279	1.95898e-14	0.00214782	0.00700209
Cell_349	0.00107861	0.000923949	2.24545e-05	0.990369	2.97572e-05	3.83026e-05	2.16972e-05	5.32885e-07	0.00746394	5.12656e-05
Cell_350	8.3306e-08	0.00198669	4.74454e-05	9.9292e-06	5.16982e-06	8.09319e-05	3.54629e-05	0.989179	0.00855043	0.000104652
Cell_351	2.36713e-08	0.00102111	8.07436e-07	1.86305e-05	0.990122	1.37732e-06	0.00572945	1.07727e-05	0.000249785	0.00284585
Cell_352	0.00225208	0.0911464	0.00145898	0.795709	0.000326667	0.00248872	0.00256461	2.06887e-08	0.085919	0.018135
Cell_353	3.85579e-12	0.000422529	2.41175e-13	0.998744	4.13713e-06	1.24363e-06	3.90214e-05	4.02221e-10	0.00056031	0.000228622
Cell_354	1.05458e-12	0.611932	3.19487e-06	7.42564e-07	8.18531e-05	0.00212696	0.00067204	5.77045e-05	0.380617	0.00450886
Cell_355	0.00118694	0.000823796	0.000145514	3.77881e-05	3.40099e-06	5.50946e-05	9.98361e-05	0.995583	0.00188615	0.000178809
Cell_356	1.4313e-18	4.21922e-05	9.14011e-08	2.69952e-22	9.90353e-11	1.62384e-08	7.43618e-10	0.99995	7.45865e-06	5.33943e-09
Cell_357	2.63063e-08	0.00011485	7.19437e-10	0.000282983	1.15332e-06	4.78958e-07	0.999499	3.09035e-12	4.05687e-05	6.10196e-05
Cell_358	6.28374e-05	0.00200875	7.7036e-06	0.760134	0.000178649	1.31407e-05	0.00182431	0.224656	0.00143915	0.00967573
Cell_359	1.79005e-19	3.4661e-05	1.12331e-05	6.51175e-29	9.37779e-07	1.56776e-06	7.79175e-06	0.999323	0.000570242	5.07905e-05
Cell_360	6.69425e-05	0.00443322	8.20686e-06	1.77169e-06	1.32914e-07	2.35857e-06	1.01346e-06	0.994781	0.000697578	7.37616e-06
Cell_361	2.71069e-13	0.00103695	6.34582e-15	0.998619	9.88272e-08	1.46741e-06	1.30794e-06	1.35571e-20	0.000335747	5.30308e-06
Cell_362	2.97371e-20	0.000537556	3.85494e-22	0.997313	2.77893e-05	1.1524e-06	0.000236432	5.1858e-26	0.000342458	0.00154118
Cell_363	2.21607e-05	0.0270593	2.71681e-06	0.857311	0.000606098	0.000115858	0.0107305	0.0577627	0.019328	0.0270621
Cell_364	0.0223358	0.0211106	0.00273827	0.0110645	0.000215948	0.00467091	0.00982669	0.0091272	0.910713	0.00819714
Cell_365	2.08728e-09	0.000672591	3.03445e-11	0.989237	3.6149e-06	2.03226e-05	4.36763e-05	1.43103e-15	0.00982486	0.000197899
Cell_366	2.6782e-15	1.15626e-10	3.28335e-16	8.45281e-12	1	7.14821e-13	4.6082e-10	3.08252e-15	5.91906e-11	1.08881e-09
Cell_367	2.09311e-13	0.000667658	2.71338e-15	0.998662	2.7867e-06	3.72068e-06	2.12866e-05	9.71678e-20	0.000491642	0.000150523
Cell_368	1.16264e-07	0.00125974	5.57561e-06	2.02737e-09	1.75407e-05	1.60237e-06	0.000404622	0.995784	0.00157087	0.000956033
Cell_369	1.1384e-06	0.120661	0.000648355	2.85556e-05	0.00192605	0.00110596	0.417764	0.0737514	0.278243	0.10587
