cell	Node 0	Node 1	Node 2
Cell_575	9.99237e-44	0.645429	0.354571
Cell_576	2.80808e-37	5.80543e-46	1
Cell_577	3.7931e-51	0.646625	0.353375
Cell_578	1.95906e-31	0.645127	0.354873
Cell_579	0.994809	6.15869e-29	0.00519124
Cell_580	1.97127e-25	7.63171e-08	1
Cell_581	1.25323e-24	0.642759	0.357241
Cell_582	6.74631e-63	0.646383	0.353617
Cell_583	3.57615e-12	0.586509	0.413491
Cell_584	5.27117e-57	1	1.65798e-31
Cell_585	2.73863e-36	0.646486	0.353514
Cell_586	3.04989e-26	0.646291	0.353709
Cell_587	8.5868e-46	1	1.74192e-18
Cell_588	1.2299e-38	0.644925	0.355075
Cell_589	2.92841e-21	0.646754	0.353246
Cell_590	4.6059e-27	0.642912	0.357088
Cell_591	0.999606	8.94651e-40	0.000394276
Cell_592	5.05184e-21	0.643393	0.356607
Cell_593	1.75579e-62	0.64636	0.35364
Cell_594	5.98868e-81	0.646469	0.353531
Cell_595	7.74997e-20	0.97881	0.0211902
Cell_596	4.58674e-41	0.00136936	0.998631
Cell_597	6.87933e-15	0.643926	0.356074
Cell_598	3.73196e-35	0.64643	0.35357
Cell_599	1.31548e-10	5.01329e-20	1
Cell_600	4.48485e-67	0.647304	0.352696
Cell_601	3.16829e-45	0.999998	2.15408e-06
Cell_602	0.996415	2.55834e-25	0.0035852
Cell_603	2.24515e-61	1	6.71472e-12
Cell_604	1.6256e-06	7.75234e-50	0.999998
Cell_605	4.02708e-41	0.699776	0.300224
Cell_606	1.25507e-78	1	7.55313e-14
Cell_607	2.68135e-25	0.646289	0.353711
Cell_608	1.65755e-58	1	1.24521e-13
Cell_609	0.571721	2.73864e-44	0.428279
Cell_610	0.999682	1.80169e-38	0.000318067
Cell_611	9.13279e-62	1	6.8342e-13
Cell_612	1.94885e-44	0.646252	0.353748
Cell_613	7.73818e-47	0.646431	0.353569
Cell_614	8.38338e-54	0.646541	0.353459
Cell_615	1.71159e-34	0.646449	0.353551
Cell_616	4.53401e-66	0.786524	0.213476
Cell_617	1.01351e-26	0.646112	0.353888
Cell_618	9.52264e-45	0.646434	0.353566
Cell_619	0.99029	7.05287e-30	0.0097102
Cell_620	1.24075e-21	0.998176	0.00182449
Cell_621	4.94898e-76	0.849418	0.150582
Cell_622	2.6564e-46	0.646431	0.353569
Cell_623	9.17804e-49	1	1.60272e-08
Cell_624	1.23509e-29	0.643066	0.356934
Cell_625	1.07343e-47	1	8.11513e-16
Cell_626	4.2746e-56	0.646436	0.353564
Cell_627	4.83749e-52	0.64641	0.35359
Cell_628	1.98955e-91	0.646447	0.353553
Cell_629	5.55261e-55	0.641629	0.358371
Cell_630	5.38831e-48	0.786512	0.213488
Cell_631	1.85901e-39	0.658519	0.341481
Cell_632	4.42706e-21	0.129262	0.870738
Cell_633	1.96298e-34	1	7.52225e-10
Cell_634	1.47535e-27	0.646292	0.353708
Cell_635	1.85036e-23	0.935613	0.0643868
Cell_636	8.64576e-09	2.02913e-15	1
Cell_637	8.04935e-18	0.454192	0.545808
Cell_638	3.37784e-36	0.646372	0.353628
Cell_639	1.11113e-60	0.642646	0.357354
Cell_640	6.5556e-83	1	5.78022e-11
Cell_641	5.50287e-23	0.646273	0.353727
Cell_642	2.21127e-47	0.64639	0.35361
Cell_643	0.998472	4.7029e-41	0.00152783
Cell_644	1.61486e-73	0.646406	0.353594
Cell_645	0.989558	1.34286e-25	0.0104417
Cell_646	4.91866e-56	0.646465	0.353535
Cell_647	9.9478e-53	0.646432	0.353568
Cell_648	0.998023	1.4255e-33	0.0019765
Cell_649	1.04615e-33	0.647442	0.352558
Cell_650	1.40547e-27	2.11187e-08	1
Cell_651	7.34493e-58	0.646368	0.353632
Cell_652	4.65719e-39	0.646351	0.353649
Cell_653	1.62644e-88	1	9.48447e-25
Cell_654	0.996953	0.00138373	0.00166301
Cell_655	1.10173e-31	0.637446	0.362554
Cell_656	1.63137e-44	0.646301	0.353699
Cell_657	2.43844e-77	0.646437	0.353563
Cell_658	1.58079e-63	1	3.60232e-15
Cell_659	1.11778e-39	0.999995	4.76084e-06
Cell_660	1.372e-63	0.646439	0.353561
Cell_661	4.10897e-12	0.454183	0.545817
Cell_662	1.4302e-80	0.999999	1.35385e-06
Cell_663	1.05665e-33	0.642454	0.357546
Cell_664	2.78484e-86	0.646517	0.353483
Cell_665	4.74311e-27	1	1.70732e-12
Cell_666	2.90002e-50	0.646818	0.353182
Cell_667	4.4511e-61	0.646444	0.353556
Cell_668	5.24756e-66	0.646439	0.353561
Cell_669	0.998191	1.66811e-12	0.00180861
Cell_670	2.99878e-17	0.647379	0.352621
Cell_671	2.32382e-29	0.646474	0.353526
Cell_672	4.56122e-32	1	2.56356e-12
Cell_673	2.08274e-11	3.77385e-43	1
Cell_674	3.18178e-31	0.646264	0.353736
Cell_675	1.2649e-44	0.000252139	0.999748
Cell_676	6.96631e-76	0.64638	0.35362
Cell_677	1.68221e-50	1	2.29744e-21
Cell_678	7.0954e-27	0.646303	0.353697
Cell_679	6.20424e-40	0.644732	0.355268
Cell_680	7.32655e-54	0.989064	0.0109359
Cell_681	1.13982e-51	1	6.22926e-09
Cell_682	2.99768e-48	0.646418	0.353582
Cell_683	6.81791e-37	0.646097	0.353903
Cell_684	6.51932e-40	0.994984	0.00501628
Cell_685	6.28135e-16	0.645276	0.354724
Cell_686	4.18777e-79	0.646468	0.353532
Cell_687	1.53942e-61	0.646458	0.353542
Cell_688	0.99433	1.56318e-31	0.00567022
Cell_689	1.09075e-31	1	9.32782e-08
Cell_690	1.32796e-44	0.655538	0.344462
Cell_691	4.13958e-54	0.646433	0.353567
Cell_692	7.16385e-45	0.999597	0.000403393
Cell_693	0.998385	6.21352e-37	0.00161529
Cell_694	2.77478e-73	0.646441	0.353559
Cell_695	0.999034	6.96401e-34	0.000965535
Cell_696	1.02521e-110	0.64642	0.35358
Cell_697	2.17407e-34	0.646311	0.353689
Cell_698	4.32901e-11	1.13603e-24	1
Cell_699	3.41853e-63	0.64642	0.35358
Cell_700	3.98916e-45	0.647423	0.352577
Cell_701	2.43983e-32	0.645776	0.354224
Cell_702	2.75431e-46	0.648604	0.351396
Cell_703	1.10811e-09	0.634214	0.365786
Cell_704	4.80547e-88	0.646451	0.353549
Cell_705	7.21919e-81	0.646438	0.353562
Cell_706	1.36419e-54	0.650425	0.349575
Cell_707	3.9203e-60	0.646436	0.353564
Cell_708	6.68774e-34	0.646358	0.353642
Cell_709	8.09923e-48	0.645032	0.354968
Cell_710	0.998677	1.31227e-31	0.00132293
Cell_711	3.72831e-80	1	3.18344e-10
Cell_712	2.36175e-50	0.650383	0.349617
Cell_713	1.01577e-51	0.645896	0.354104
Cell_714	2.83953e-71	0.646436	0.353564
Cell_715	1.65159e-22	0.647062	0.352938
Cell_716	1.26801e-38	0.646567	0.353433
Cell_717	0.997194	3.7954e-15	0.00280552
Cell_718	2.40266e-38	1	4.58619e-17
Cell_719	1.94028e-32	1	1.08036e-09
Cell_720	1.53259e-40	0.64635	0.35365
Cell_721	0.999886	6.09371e-40	0.000113842
Cell_722	1.12273e-59	0.64644	0.35356
Cell_723	2.71139e-32	0.646392	0.353608
Cell_724	2.36084e-58	0.646442	0.353558
Cell_725	4.18051e-90	1	8.0948e-16
Cell_726	2.85167e-16	1.10948e-24	1
Cell_727	0.999422	6.07448e-25	0.00057754
Cell_728	1.23158e-40	0.646375	0.353625
Cell_729	5.52994e-83	0.646443	0.353557
Cell_730	1.61852e-37	0.645901	0.354099
Cell_731	1.42009e-44	0.645988	0.354012
Cell_732	1.81562e-51	1	7.02751e-08
Cell_733	1.39719e-34	0.645894	0.354106
Cell_734	0.996199	1.95519e-34	0.00380116
Cell_735	1.93186e-24	5.80604e-27	1
Cell_736	4.70354e-69	0.786532	0.213468
Cell_737	3.01923e-54	0.646441	0.353559
Cell_738	1.70828e-20	1.90753e-28	1
Cell_739	4.08012e-32	0.645068	0.354932
Cell_740	3.53433e-44	0.647163	0.352837
Cell_741	3.25789e-93	0.646229	0.353771
Cell_742	1.60679e-30	1	2.57143e-08
Cell_743	5.76071e-48	1	2.19156e-10
Cell_744	4.41745e-18	0.649061	0.350939
Cell_745	1.0508e-69	0.646441	0.353559
Cell_746	2.13055e-42	0.646402	0.353598
Cell_747	2.27476e-13	6.05761e-07	0.999999
Cell_748	2.83094e-18	0.640189	0.359811
Cell_749	2.20344e-94	0.646439	0.353561
Cell_750	6.82359e-42	0.646432	0.353568
Cell_751	1.03487e-08	5.65035e-24	1
Cell_752	3.00417e-70	0.646443	0.353557
Cell_753	8.7209e-17	5.01023e-20	1
Cell_754	6.76189e-63	0.646368	0.353632
Cell_755	6.46815e-42	0.646931	0.353069
Cell_756	0.991442	8.49108e-31	0.00855769
Cell_757	2.62267e-67	0.646442	0.353558
Cell_758	0.998431	1.83528e-26	0.00156936
Cell_759	5.84789e-67	0.646435	0.353565
Cell_760	1.2786e-38	0.64642	0.35358
Cell_761	1.58337e-64	0.99996	3.96535e-05
Cell_762	8.42997e-78	1	6.09307e-15
Cell_763	2.07728e-28	0.646528	0.353472
Cell_764	0.998698	2.23265e-25	0.00130181
Cell_765	3.84753e-51	0.646473	0.353527
Cell_766	0.999389	9.6034e-20	0.000611112
Cell_767	3.33642e-62	0.646455	0.353545
Cell_768	4.07022e-42	0.645042	0.354958
Cell_769	2.34576e-05	0.547126	0.452851
Cell_770	9.35213e-63	0.646436	0.353564
Cell_771	1.93769e-75	0.99986	0.000139588
Cell_772	9.37385e-46	0.654165	0.345835
Cell_773	0.997348	3.4559e-33	0.00265214
Cell_774	3.79361e-20	0.643893	0.356107
Cell_775	3.86414e-28	0.639937	0.360063
Cell_776	2.46621e-56	1	1.32974e-18
Cell_777	2.23253e-39	0.646348	0.353652
Cell_778	7.50134e-68	0.646451	0.353549
Cell_779	1.11619e-23	0.639711	0.360289
Cell_780	2.0214e-23	0.608675	0.391325
Cell_781	1.77013e-12	0.454843	0.545157
Cell_782	5.66656e-59	0.646468	0.353532
Cell_783	1.67387e-16	6.75099e-12	1
Cell_784	9.98688e-21	0.645731	0.354269
Cell_785	9.27163e-45	0.644627	0.355373
Cell_786	2.63624e-51	1	1.2957e-17
Cell_787	1.01693e-41	0.646505	0.353495
Cell_788	8.34915e-05	1.50124e-12	0.999917
Cell_789	1.53249e-29	0.644371	0.355629
Cell_790	9.84849e-64	0.646453	0.353547
Cell_791	1.25321e-63	0.646372	0.353628
Cell_792	7.1669e-43	0.702329	0.297671
Cell_793	1.94237e-50	0.645615	0.354385
Cell_794	1.5397e-59	1	4.99639e-10
Cell_795	3.9956e-68	1	1.10862e-12
Cell_796	5.50358e-21	0.636112	0.363888
Cell_797	1.12228e-46	0.64646	0.35354
Cell_798	4.89722e-61	0.646456	0.353544
Cell_799	2.717e-33	3.79278e-08	1
Cell_800	0.999651	2.47935e-26	0.000348571
Cell_801	1.14977e-20	0.645507	0.354493
Cell_802	5.23499e-13	7.1135e-23	1
Cell_803	4.92001e-38	0.649205	0.350795
Cell_804	1.19145e-77	0.646398	0.353602
Cell_805	9.9247e-31	0.593564	0.406436
Cell_806	1.74537e-70	0.646079	0.353921
Cell_807	4.40492e-66	0.646443	0.353557
Cell_808	2.95293e-36	0.646342	0.353658
Cell_809	5.23842e-49	0.999936	6.42668e-05
Cell_810	1.59048e-46	0.646375	0.353625
Cell_811	1.56332e-53	0.646415	0.353585
Cell_812	3.1393e-09	7.35465e-14	1
Cell_813	4.21418e-29	0.645893	0.354107
Cell_814	0.99709	3.23057e-27	0.0029102
Cell_815	0.999235	2.33644e-06	0.000762884
Cell_816	4.91592e-41	1	1.08302e-09
Cell_817	0.00064534	3.03967e-42	0.999355
Cell_818	1.99e-64	0.646423	0.353577
Cell_819	2.88855e-33	0.646009	0.353991
Cell_820	5.69804e-35	0.645196	0.354804
Cell_821	5.29845e-71	0.646344	0.353656
Cell_822	2.61355e-43	0.646429	0.353571
Cell_823	2.54363e-13	9.22273e-10	1
Cell_824	5.17217e-12	0.00305312	0.996947
Cell_825	3.64877e-28	0.646194	0.353806
Cell_826	2.44936e-65	1	1.06799e-09
Cell_827	1.0906e-55	0.646706	0.353294
Cell_828	0.998507	5.66457e-11	0.00149347
Cell_829	2.34303e-26	0.645484	0.354516
Cell_830	8.54368e-81	1	4.00013e-08
Cell_831	1.00007e-25	0.646	0.354
Cell_832	2.61296e-35	0.64626	0.35374
Cell_833	9.25314e-48	0.990259	0.00974122
Cell_834	1.36579e-17	0.454174	0.545826
Cell_835	1.63731e-39	1	5.48904e-12
Cell_836	5.96816e-58	0.646528	0.353472
Cell_837	3.74062e-25	0.00936183	0.990638
Cell_838	1.57309e-81	1	3.98125e-45
Cell_839	2.97492e-18	1.12416e-42	1
Cell_840	6.51353e-49	0.645051	0.354949
Cell_841	5.50972e-21	2.05208e-38	1
Cell_842	1.06965e-61	0.646537	0.353463
Cell_843	6.83429e-36	1	2.73485e-11
Cell_844	2.47059e-34	1.7529e-33	1
Cell_845	3.54765e-23	0.645916	0.354084
Cell_846	1.80835e-56	0.646357	0.353643
Cell_847	2.88305e-76	1	1.35889e-18
Cell_848	9.60855e-40	1.72699e-05	0.999983
Cell_849	1.40849e-19	0.454307	0.545693
Cell_850	3.59783e-70	1	9.86093e-18
Cell_851	4.57846e-43	0.644757	0.355243
Cell_852	1.36249e-23	6.05141e-13	1
Cell_853	1.0216e-55	0.646557	0.353443
Cell_854	3.55385e-39	0.999998	2.20456e-06
Cell_855	1.43757e-24	0.6797	0.3203
Cell_856	3.57781e-27	0.644748	0.355252
Cell_857	4.14372e-50	0.646398	0.353602
Cell_858	1.0386e-58	0.999999	1.06691e-06
Cell_859	2.00414e-43	0.646452	0.353548
Cell_860	2.32734e-38	0.645247	0.354753
Cell_861	4.78198e-22	0.646238	0.353762
Cell_862	0.820108	1.16169e-38	0.179892
Cell_863	2.3463e-26	0.645584	0.354416
Cell_864	8.20532e-41	0.646521	0.353479
Cell_865	2.84013e-44	0.952681	0.0473188
Cell_866	6.10801e-75	0.646874	0.353126
Cell_867	1.1712e-57	1	8.75053e-23
Cell_868	5.0122e-12	0.999997	2.88984e-06
Cell_869	5.41173e-48	0.652894	0.347106
Cell_870	3.13094e-93	1	2.61489e-12
Cell_871	8.64039e-45	0.784875	0.215125
Cell_872	3.05387e-98	1	2.67327e-26
Cell_873	0.999607	1.37298e-21	0.000393371
Cell_874	3.76061e-27	0.641379	0.358621
Cell_875	5.76196e-11	1.1095e-24	1
Cell_876	4.30792e-38	0.647563	0.352437
Cell_877	7.28883e-46	0.999951	4.90484e-05
Cell_878	1.65221e-30	4.17517e-10	1
Cell_879	3.93876e-48	0.645805	0.354195
Cell_880	4.55006e-48	0.646415	0.353585
Cell_881	6.10154e-16	0.641371	0.358629
Cell_882	1.6281e-64	0.643718	0.356282
Cell_883	8.00881e-98	0.646444	0.353556
Cell_884	3.53861e-41	0.646447	0.353553
Cell_885	2.20598e-17	1.90848e-28	1
Cell_886	1.65765e-43	0.990104	0.00989638
Cell_887	1.97707e-56	0.646492	0.353508
Cell_888	1.55275e-53	0.646797	0.353203
Cell_889	1.88225e-62	0.646251	0.353749
Cell_890	3.26777e-49	1	5.13608e-12
Cell_891	5.07646e-29	0.993497	0.00650299
Cell_892	4.20014e-28	0.999808	0.000191614
Cell_893	2.21691e-43	0.634392	0.365608
Cell_894	1.45561e-15	3.38809e-17	1
Cell_895	1.03119e-33	0.646444	0.353556
Cell_896	5.31849e-37	0.646811	0.353189
Cell_897	1.7808e-39	0.641326	0.358674
Cell_898	9.49531e-15	0.547689	0.452311
Cell_899	5.245e-44	0.64626	0.35374
Cell_900	8.24842e-38	0.64782	0.35218
Cell_901	1.51349e-15	1.74218e-13	1
Cell_902	1.51629e-58	1	1.38247e-07
Cell_903	6.82103e-30	0.646336	0.353664
Cell_904	8.15883e-78	0.646445	0.353555
Cell_905	0.999939	4.01586e-38	6.12958e-05
Cell_906	5.6913e-121	0.646453	0.353547
Cell_907	1.04543e-36	0.999999	5.91961e-07
Cell_908	1.83447e-33	0.645611	0.354389
Cell_909	6.07677e-47	0.924572	0.0754278
Cell_910	3.87969e-35	0.642475	0.357525
Cell_911	6.36811e-29	0.95	0.0499996
Cell_912	1.6594e-45	0.646424	0.353576
Cell_913	3.04791e-58	0.646435	0.353565
Cell_914	1.88721e-32	0.646178	0.353822
Cell_915	0.999413	2.22826e-11	0.000587376
Cell_916	8.88489e-52	0.643919	0.356081
Cell_917	4.50658e-58	0.889413	0.110587
Cell_918	3.58901e-55	0.647851	0.352149
Cell_919	1.5925e-54	0.646462	0.353538
Cell_920	5.1346e-44	0.646085	0.353915
Cell_921	4.44309e-35	2.16237e-05	0.999978
Cell_922	1.9269e-17	0.642722	0.357278
Cell_923	1.25211e-42	0.994215	0.00578507
Cell_924	2.53655e-28	0.646357	0.353643
Cell_925	5.34388e-62	0.646446	0.353554
Cell_926	1.94536e-22	0.637635	0.362365
Cell_927	8.68223e-84	0.646439	0.353561
Cell_928	4.25466e-42	0.646384	0.353616
Cell_929	1.9789e-30	0.646215	0.353785
Cell_930	4.46795e-83	0.646762	0.353238
Cell_931	8.31476e-06	2.45729e-32	0.999992
Cell_932	1.52683e-63	0.645863	0.354137
Cell_933	4.43046e-50	0.64641	0.35359
Cell_934	6.32869e-14	0.652817	0.347183
Cell_935	1.11178e-49	0.646454	0.353546
Cell_936	3.48786e-16	0.00994574	0.990054
Cell_937	2.18528e-26	2.00538e-07	1
Cell_938	2.0218e-24	0.643889	0.356111
Cell_939	3.40031e-29	0.634202	0.365798
Cell_940	4.6784e-92	0.646451	0.353549
Cell_941	7.76168e-10	1.34733e-12	1
Cell_942	5.0882e-145	0.646443	0.353557
Cell_943	4.55616e-27	0.643748	0.356252
Cell_944	1.59949e-20	0.646177	0.353823
Cell_945	0.995466	5.23894e-21	0.00453424
Cell_946	5.556e-60	0.646435	0.353565
Cell_947	2.7229e-58	0.999912	8.84357e-05
Cell_948	1.41085e-22	0.786179	0.213821
Cell_949	3.06986e-25	0.646305	0.353695
Cell_950	4.12801e-67	0.645924	0.354076
Cell_951	3.39011e-33	0.640582	0.359418
Cell_952	6.92027e-43	0.646386	0.353614
Cell_953	4.84531e-35	0.654613	0.345387
Cell_954	2.51531e-53	0.646443	0.353557
Cell_955	5.09464e-50	0.646439	0.353561
Cell_956	1.91053e-32	0.639744	0.360256
Cell_957	6.25062e-71	0.646461	0.353539
Cell_958	2.09576e-30	1.3804e-05	0.999986
Cell_959	8.40205e-44	0.646426	0.353574
Cell_960	2.52037e-30	1	1.36474e-11
Cell_961	2.68271e-35	0.646219	0.353781
Cell_962	3.88334e-18	0.646343	0.353657
Cell_963	5.32911e-53	1	1.16567e-17
Cell_964	5.65987e-35	0.646151	0.353849
Cell_965	6.12164e-42	0.646072	0.353928
Cell_966	7.25333e-63	0.648153	0.351847
Cell_967	1.01038e-45	0.646632	0.353368
Cell_968	7.98579e-32	0.646252	0.353748
Cell_969	5.95389e-36	0.999996	4.15935e-06
Cell_970	2.18749e-23	0.441362	0.558638
Cell_971	2.55177e-33	0.646125	0.353875
Cell_972	2.62251e-71	0.646427	0.353573
Cell_973	9.07468e-37	0.999999	1.02353e-06
Cell_974	5.98027e-23	0.646252	0.353748
Cell_975	5.11561e-23	2.84228e-39	1
Cell_976	0.998931	5.15849e-42	0.00106862
Cell_977	4.84564e-58	0.646305	0.353695
Cell_978	2.91072e-29	0.646009	0.353991
Cell_979	3.67638e-54	1.55923e-07	1
Cell_980	1.61094e-30	0.646468	0.353532
Cell_981	2.9248e-30	1.61546e-06	0.999998
Cell_982	0.999483	2.60533e-28	0.0005165
Cell_983	3.59412e-29	0.988805	0.0111948
Cell_984	2.53852e-53	0.64785	0.35215
Cell_985	5.23975e-26	0.645055	0.354945
Cell_986	5.30735e-32	0.887398	0.112602
Cell_987	6.93811e-60	0.651568	0.348432
Cell_988	2.17471e-43	0.646444	0.353556
Cell_989	2.16191e-23	0.646467	0.353533
Cell_990	2.6681e-59	1	2.94767e-07
Cell_991	4.56101e-30	0.644907	0.355093
Cell_992	2.85205e-72	0.646452	0.353548
Cell_993	0.00331833	0.456079	0.540602
Cell_994	3.58224e-57	0.646488	0.353512
Cell_995	1.92136e-24	0.642618	0.357382
Cell_996	7.44703e-55	6.17769e-17	1
Cell_997	0.995517	2.53745e-11	0.00448338
Cell_998	2.63035e-65	0.64645	0.35355
Cell_999	1.95534e-59	0.646386	0.353614
Cell_1000	0.996519	8.05081e-09	0.00348139
Cell_1001	5.31052e-58	0.772338	0.227662
Cell_1002	3.48217e-35	0.646455	0.353545
Cell_1003	0.99937	6.62671e-25	0.000629759
Cell_1004	6.05267e-26	0.123926	0.876074
Cell_1005	7.7984e-36	0.670843	0.329157
Cell_1006	6.33959e-32	0.646356	0.353644
Cell_1007	3.85559e-33	0.994557	0.00544273
Cell_1008	1.08562e-32	0.646236	0.353764
Cell_1009	0.998229	3.26743e-17	0.00177069
Cell_1010	8.92137e-68	1	3.89563e-08
Cell_1011	1.28584e-68	0.645804	0.354196
Cell_1012	0.993177	2.60049e-18	0.00682266
Cell_1013	7.71714e-29	0.64525	0.35475
Cell_1014	1.72147e-44	1.02496e-12	1
Cell_1015	9.2377e-57	1	1.19971e-22
Cell_1016	4.78891e-84	1	3.47969e-12
Cell_1017	1.55196e-42	0.961453	0.0385468
Cell_1018	9.27976e-32	0.639755	0.360245
Cell_1019	4.08165e-32	0.646427	0.353573
Cell_1020	0.000313829	2.34495e-34	0.999686
Cell_1021	2.53561e-51	0.646426	0.353574
Cell_1022	5.29405e-17	3.60932e-05	0.999964
Cell_1023	4.92774e-79	0.646459	0.353541
Cell_1024	5.14413e-170	0.646445	0.353555
Cell_1025	1.56984e-35	0.646093	0.353907
Cell_1026	4.42781e-48	0.646436	0.353564
Cell_1027	4.91842e-69	0.64644	0.35356
Cell_1028	3.86369e-38	0.644735	0.355265
Cell_1029	0.999729	3.01079e-28	0.000271376
Cell_1030	1.4561e-37	0.634128	0.365872
Cell_1031	4.068e-53	0.646519	0.353481
Cell_1032	1.94475e-38	0.646386	0.353614
Cell_1033	1.33009e-45	1.02495e-12	1
Cell_1034	9.73593e-15	0.645288	0.354712
Cell_1035	5.56223e-28	0.644474	0.355526
Cell_1036	6.04137e-57	0.329152	0.670848
Cell_1037	4.07884e-32	0.646757	0.353243
Cell_1038	2.61213e-47	0.646451	0.353549
Cell_1039	2.17122e-30	0.646438	0.353562
Cell_1040	0.952753	1.45895e-12	0.0472473
Cell_1041	0.999688	4.03102e-35	0.000312168
Cell_1042	0.998237	3.266e-38	0.00176318
Cell_1043	3.57784e-21	3.96006e-19	1
Cell_1044	3.62296e-36	0.64563	0.35437
Cell_1045	8.13674e-23	1.36369e-22	1
Cell_1046	2.68159e-43	0.646421	0.353579
Cell_1047	5.91587e-64	0.646434	0.353566
Cell_1048	5.05707e-13	2.31321e-06	0.999998
Cell_1049	9.37224e-33	0.646294	0.353706
Cell_1050	0.0152354	0.447316	0.537449
Cell_1051	1.44973e-56	0.646326	0.353674
Cell_1052	2.62119e-49	0.642498	0.357502
Cell_1053	4.12506e-57	0.649582	0.350418
Cell_1054	1.16112e-55	0.64644	0.35356
Cell_1055	4.44288e-57	1	6.14835e-08
Cell_1056	5.51429e-70	0.646433	0.353567
Cell_1057	8.5935e-71	1	1.72777e-11
Cell_1058	2.09347e-62	0.648977	0.351023
Cell_1059	7.15888e-35	0.651425	0.348575
Cell_1060	3.13858e-46	0.159838	0.840162
Cell_1061	2.4054e-27	0.644795	0.355205
Cell_1062	1.03892e-58	1	2.41159e-07
Cell_1063	0.998206	4.21261e-07	0.00179361
Cell_1064	5.46977e-23	0.645313	0.354687
Cell_1065	6.65721e-47	0.646444	0.353556
Cell_1066	0.99892	2.53169e-07	0.00107993
Cell_1067	2.2442e-44	1	2.80753e-09
Cell_1068	2.43874e-49	0.646301	0.353699
Cell_1069	8.41407e-24	0.0128619	0.987138
Cell_1070	7.37561e-60	0.646443	0.353557
Cell_1071	4.00575e-52	0.646269	0.353731
Cell_1072	1.10421e-21	1.32563e-15	1
Cell_1073	2.44335e-55	1	4.13838e-25
Cell_1074	1.30607e-69	0.999996	4.43645e-06
Cell_1075	3.22406e-12	0.454151	0.545849
Cell_1076	0.974961	5.09903e-42	0.0250386
Cell_1077	4.40499e-60	0.646495	0.353505
Cell_1078	0.992984	1.96887e-09	0.00701619
Cell_1079	1.6237e-41	0.646466	0.353534
Cell_1080	1.90294e-57	1	2.90765e-07
Cell_1081	9.34405e-39	0.999018	0.000981755
Cell_1082	2.02078e-49	0.646195	0.353805
Cell_1083	0.998757	1.6973e-15	0.00124279
Cell_1084	1.46474e-76	0.999973	2.68646e-05
Cell_1085	2.98769e-40	0.646432	0.353568
Cell_1086	1.60693e-34	1	6.23897e-10
Cell_1087	1.42715e-50	0.646443	0.353557
Cell_1088	4.90684e-43	0.647408	0.352592
Cell_1089	2.18895e-47	0.649011	0.350989
Cell_1090	1.32026e-30	0.786407	0.213593
Cell_1091	0.997864	1.35472e-36	0.00213608
Cell_1092	5.4428e-53	0.646443	0.353557
Cell_1093	6.08266e-58	0.646464	0.353536
Cell_1094	1.44714e-12	0.0125455	0.987455
Cell_1095	5.74357e-77	0.966859	0.0331414
Cell_1096	5.11649e-35	0.646405	0.353595
Cell_1097	3.35179e-84	0.646425	0.353575
Cell_1098	3.42318e-45	0.646469	0.353531
Cell_1099	3.66242e-69	0.646436	0.353564
Cell_1100	1.56289e-16	0.641812	0.358188
Cell_1101	1.53198e-83	0.646403	0.353597
Cell_1102	0.995806	1.76493e-24	0.00419359
Cell_1103	3.58264e-57	1	4.98258e-09
Cell_1104	2.04828e-65	0.646352	0.353648
Cell_1105	3.88817e-65	0.646385	0.353615
Cell_1106	2.73253e-40	0.645159	0.354841
Cell_1107	8.84865e-20	0.454198	0.545802
Cell_1108	1.00951e-08	0.481178	0.518822
Cell_1109	2.24681e-38	1	4.60284e-15
Cell_1110	2.33222e-88	0.646446	0.353554
Cell_1111	8.12012e-35	0.646278	0.353722
Cell_1112	1.2533e-65	0.648	0.352
Cell_1113	3.15617e-38	0.645942	0.354058
Cell_1114	3.84154e-13	3.03217e-38	1
Cell_1115	2.02921e-63	0.647423	0.352577
Cell_1116	9.05649e-53	0.454181	0.545819
Cell_1117	0.999731	1.6857e-15	0.000269434
Cell_1118	2.05854e-25	5.01831e-20	1
Cell_1119	2.86065e-46	0.903223	0.0967771
Cell_1120	3.67946e-50	0.646495	0.353505
Cell_1121	6.41911e-59	0.646423	0.353577
Cell_1122	3.38437e-17	1.35698e-12	1
Cell_1123	1.32459e-47	0.646882	0.353118
Cell_1124	9.92565e-79	0.646348	0.353652
Cell_1125	1.87947e-51	0.999984	1.56706e-05
Cell_1126	5.29837e-15	0.643263	0.356737
Cell_1127	2.7506e-20	6.07286e-05	0.999939
Cell_1128	5.65042e-23	0.645004	0.354996
Cell_1129	5.85155e-81	0.646432	0.353568
Cell_1130	6.20651e-19	0.454281	0.545719
Cell_1131	5.97231e-25	6.20583e-39	1
Cell_1132	3.12255e-35	1	7.70454e-13
Cell_1133	5.95586e-42	2.59668e-22	1
Cell_1134	2.11788e-14	4.37164e-46	1
Cell_1135	1.06721e-59	0.628966	0.371034
Cell_1136	3.1338e-51	0.646324	0.353676
Cell_1137	1.25938e-18	0.642423	0.357577
Cell_1138	4.13897e-45	0.64634	0.35366
Cell_1139	1.84432e-44	1	7.07711e-13
Cell_1140	1.36934e-51	1	7.41658e-09
Cell_1141	1.68467e-56	0.646461	0.353539
Cell_1142	7.08368e-18	0.836567	0.163433
Cell_1143	6.95782e-73	0.919298	0.0807018
Cell_1144	4.80237e-59	0.646452	0.353548
