cell	Node 0	Node 1
Cell_4158	2.06079e-56	1
Cell_4159	1.28028e-20	1
Cell_4160	1.16169e-32	1
Cell_4161	2.73853e-47	1
Cell_4162	8.92734e-66	1
Cell_4163	5.86356e-16	1
Cell_4164	3.9332e-131	1
Cell_4165	1.00803e-57	1
Cell_4166	4.72397e-78	1
Cell_4167	1.74697e-58	1
Cell_4168	1.89061e-93	1
Cell_4169	5.7953e-78	1
Cell_4170	2.08566e-60	1
Cell_4171	1.46213e-70	1
Cell_4172	7.42335e-81	1
Cell_4173	1.98183e-47	1
Cell_4174	2.43689e-45	1
Cell_4175	1.5612e-28	1
Cell_4176	4.32279e-46	1
Cell_4177	1.35769e-73	1
Cell_4178	1.87835e-66	1
Cell_4179	4.20713e-23	1
Cell_4180	2.04941e-30	1
Cell_4181	2.17105e-86	1
Cell_4182	6.76047e-81	1
Cell_4183	9.66914e-80	1
Cell_4184	2.908e-63	1
Cell_4185	4.85337e-68	1
Cell_4186	7.60468e-08	1
Cell_4187	8.07653e-106	1
Cell_4188	2.70802e-43	1
Cell_4189	1.01518e-67	1
Cell_4190	5.73098e-48	1
Cell_4191	6.8353e-73	1
Cell_4192	1.23415e-49	1
Cell_4193	1.31407e-111	1
Cell_4194	1.74152e-85	1
Cell_4195	4.20014e-49	1
Cell_4196	5.70237e-62	1
Cell_4197	8.76398e-56	1
Cell_4198	3.33573e-66	1
Cell_4199	2.10936e-35	1
Cell_4200	7.91989e-35	1
Cell_4201	1.97337e-61	1
Cell_4202	2.71149e-53	1
Cell_4203	1.22428e-33	1
Cell_4204	7.16361e-92	1
Cell_4205	1.08524e-14	1
Cell_4206	1.17923e-49	1
Cell_4207	3.15943e-65	1
Cell_4208	2.39046e-144	1
Cell_4209	1.62669e-86	1
Cell_4210	3.21861e-89	1
Cell_4211	1.3069e-17	1
Cell_4212	2.89604e-24	1
Cell_4213	1.79098e-119	1
Cell_4214	7.75703e-31	1
Cell_4215	1.2909e-55	1
Cell_4216	1.17225e-23	1
Cell_4217	0.000343639	0.999656
Cell_4218	1.04901e-42	1
Cell_4219	6.72693e-59	1
Cell_4220	4.95685e-40	1
Cell_4221	8.23039e-61	1
Cell_4222	2.76851e-60	1
Cell_4223	2.44314e-36	1
Cell_4224	4.92715e-40	1
Cell_4225	1.78109e-55	1
Cell_4226	1.59041e-32	1
Cell_4227	1.53604e-40	1
Cell_4228	1.45385e-72	1
Cell_4229	1.58773e-46	1
Cell_4230	6.82438e-73	1
Cell_4231	1.30876e-57	1
Cell_4232	8.05569e-84	1
Cell_4233	2.02747e-92	1
Cell_4234	1.16467e-74	1
Cell_4235	2.34249e-91	1
Cell_4236	1.24565e-50	1
Cell_4237	4.30812e-12	1
Cell_4238	0.00103487	0.998965
Cell_4239	4.83035e-71	1
Cell_4240	2.65139e-45	1
Cell_4241	1.0082e-52	1
Cell_4242	3.99925e-39	1
Cell_4243	3.79369e-68	1
Cell_4244	1.70638e-88	1
Cell_4245	2.7712e-77	1
Cell_4246	2.64253e-15	1
Cell_4247	7.19908e-46	1
Cell_4248	2.6642e-86	1
Cell_4249	6.13832e-96	1
Cell_4250	0.815872	0.184128
Cell_4251	4.38036e-56	1
Cell_4252	2.34052e-124	1
Cell_4253	1.17829e-37	1
Cell_4254	2.94916e-86	1
Cell_4255	2.32036e-143	1
Cell_4256	2.07722e-93	1
Cell_4257	1.18257e-11	1
Cell_4258	6.57518e-72	1
Cell_4259	1.19785e-64	1
Cell_4260	4.32828e-53	1
Cell_4261	2.19061e-101	1
Cell_4262	1.63382e-41	1
Cell_4263	1.33056e-65	1
Cell_4264	3.1657e-33	1
Cell_4265	3.89348e-37	1
Cell_4266	2.7315e-64	1
Cell_4267	6.36621e-69	1
Cell_4268	5.69573e-20	1
Cell_4269	7.31162e-58	1
Cell_4270	1.07197e-81	1
Cell_4271	1.74371e-150	1
Cell_4272	5.99004e-26	1
Cell_4273	3.03838e-30	1
Cell_4274	3.75691e-73	1
Cell_4275	1.85096e-17	1
Cell_4276	2.5814e-22	1
Cell_4277	1.20741e-71	1
Cell_4278	2.57358e-95	1
Cell_4279	3.71928e-67	1
Cell_4280	1.37808e-76	1
Cell_4281	3.44537e-36	1
Cell_4282	4.51374e-25	1
Cell_4283	3.43029e-28	1
Cell_4284	1.35355e-57	1
Cell_4285	2.1693e-85	1
Cell_4286	9.74658e-102	1
Cell_4287	9.78362e-40	1
Cell_4288	4.55369e-55	1
Cell_4289	3.48771e-75	1
Cell_4290	1.3305e-24	1
Cell_4291	7.95678e-65	1
Cell_4292	9.82986e-09	1
Cell_4293	1.24681e-74	1
Cell_4294	2.49871e-37	1
Cell_4295	4.01477e-40	1
Cell_4296	1.75064e-69	1
Cell_4297	6.03704e-28	1
Cell_4298	4.6578e-49	1
Cell_4299	1.81942e-72	1
Cell_4300	1.14756e-46	1
Cell_4301	4.42196e-85	1
Cell_4302	2.77599e-90	1
Cell_4303	6.41792e-09	1
Cell_4304	0.999357	0.000642912
Cell_4305	1.80947e-94	1
Cell_4306	2.202e-64	1
Cell_4307	6.83276e-74	1
Cell_4308	2.071e-87	1
Cell_4309	3.503e-58	1
Cell_4310	2.18017e-134	1
Cell_4311	1.37331e-11	1
Cell_4312	4.58264e-56	1
Cell_4313	2.34414e-40	1
Cell_4314	3.49964e-31	1
Cell_4315	1.61278e-90	1
Cell_4316	7.43258e-09	1
Cell_4317	2.93966e-32	1
Cell_4318	2.7442e-53	1
Cell_4319	2.97785e-36	1
Cell_4320	1.41704e-30	1
Cell_4321	7.90683e-56	1
Cell_4322	1.33184e-86	1
Cell_4323	3.73743e-79	1
Cell_4324	2.04969e-28	1
Cell_4325	7.11092e-72	1
Cell_4326	5.69434e-95	1
Cell_4327	3.94133e-74	1
Cell_4328	3.08484e-100	1
Cell_4329	1.08274e-61	1
Cell_4330	5.10393e-58	1
Cell_4331	1.63046e-23	1
Cell_4332	7.42798e-40	1
Cell_4333	1.26689e-26	1
Cell_4334	4.54798e-132	1
Cell_4335	4.17132e-32	1
Cell_4336	1.58039e-121	1
Cell_4337	7.88502e-18	1
Cell_4338	1.69962e-48	1
Cell_4339	1.12617e-36	1
Cell_4340	2.64898e-110	1
Cell_4341	3.86508e-06	0.999996
Cell_4342	8.11578e-45	1
Cell_4343	3.94455e-50	1
Cell_4344	3.74248e-98	1
Cell_4345	3.22565e-44	1
Cell_4346	5.0295e-57	1
Cell_4347	1.26026e-59	1
Cell_4348	8.49183e-171	1
Cell_4349	2.07853e-19	1
Cell_4350	5.27547e-91	1
Cell_4351	2.83266e-97	1
Cell_4352	4.58155e-83	1
Cell_4353	1.54771e-57	1
Cell_4354	1.02037e-77	1
Cell_4355	4.80386e-69	1
Cell_4356	7.9014e-55	1
Cell_4357	2.38748e-26	1
Cell_4358	0.47917	0.52083
Cell_4359	1.70583e-92	1
Cell_4360	1.7478e-60	1
Cell_4361	1.70051e-55	1
Cell_4362	4.61062e-30	1
Cell_4363	5.24027e-50	1
Cell_4364	5.59713e-98	1
Cell_4365	2.23084e-65	1
Cell_4366	2.80164e-50	1
Cell_4367	2.78153e-33	1
Cell_4368	2.63538e-64	1
Cell_4369	4.38223e-65	1
Cell_4370	2.70725e-50	1
Cell_4371	5.94778e-53	1
Cell_4372	3.78467e-06	0.999996
Cell_4373	3.51966e-57	1
Cell_4374	3.19335e-20	1
Cell_4375	1.73747e-110	1
Cell_4376	6.5703e-62	1
Cell_4377	3.14488e-48	1
Cell_4378	8.08592e-14	1
Cell_4379	3.24196e-48	1
Cell_4380	3.70465e-41	1
Cell_4381	1.3578e-73	1
Cell_4382	8.40593e-39	1
Cell_4383	1.56874e-123	1
Cell_4384	2.18819e-91	1
Cell_4385	9.69599e-39	1
Cell_4386	1.20198e-43	1
Cell_4387	2.566e-30	1
Cell_4388	2.46261e-67	1
Cell_4389	5.44948e-21	1
Cell_4390	2.9024e-93	1
Cell_4391	4.53295e-86	1
Cell_4392	7.75199e-58	1
Cell_4393	7.40519e-13	1
Cell_4394	7.51808e-39	1
Cell_4395	4.95069e-44	1
Cell_4396	2.31756e-71	1
Cell_4397	7.89063e-35	1
Cell_4398	1.54952e-67	1
Cell_4399	3.776e-22	1
Cell_4400	7.55783e-66	1
Cell_4401	4.07533e-76	1
Cell_4402	6.13266e-12	1
Cell_4403	3.37209e-94	1
Cell_4404	1.03779e-10	1
Cell_4405	4.0201e-71	1
Cell_4406	1.23476e-21	1
Cell_4407	1.25777e-79	1
Cell_4408	2.2153e-44	1
Cell_4409	3.23842e-62	1
Cell_4410	3.14952e-71	1
Cell_4411	8.96374e-51	1
